id,etch_run_id,pressure,pressure_unit,temp_chuck,temp_chuck_unit,bias_power,bias_power_unit,source_power,source_power_unit,gas_flow_total,gas_flow_total_unit,helium_backside_pressure,helium_backside_pressure_unit
8807,RUN_L20260201_L1P1_0257_L02,29.3,mTorr,59.9,C,817,W,1166,W,300,sccm,9.6,Torr
8808,RUN_L20260201_L1P1_0258_L02,30,mTorr,60.2,C,835,W,1191,W,302,sccm,9.9,Torr
8809,RUN_L20260201_L1P1_0259_L01,30.4,mTorr,60.5,C,819,W,1212,W,297,sccm,10.2,Torr
8810,RUN_L20260201_L1P1_0260_L01,30.6,mTorr,60.5,C,786,W,1204,W,297,sccm,9.7,Torr
8811,RUN_L20260201_L1P1_0261_L01,30.1,mTorr,60.1,C,799,W,1244,W,301,sccm,9.4,Torr
8812,RUN_L20260201_L1P1_0262_L02,30.3,mTorr,59.9,C,831,W,1228,W,297,sccm,10.2,Torr
8813,RUN_L20260201_L1P1_0263_L02,30.1,mTorr,61,C,777,W,1237,W,287,sccm,9.7,Torr
8814,RUN_L20260201_L1P1_0264_L02,30.5,mTorr,60,C,816,W,1139,W,297,sccm,9.8,Torr
8815,RUN_L20260201_L1P1_0265_L01,30.3,mTorr,59.8,C,771,W,1247,W,305,sccm,10,Torr
8816,RUN_L20260201_L1P1_0266_L01,30.1,mTorr,59.7,C,834,W,1208,W,300,sccm,10,Torr
8817,RUN_L20260201_L1P1_0267_L01,29.8,mTorr,59.1,C,791,W,1212,W,300,sccm,10.3,Torr
8818,RUN_L20260201_L1P1_0268_L02,30.1,mTorr,60.4,C,845,W,1227,W,296,sccm,9.9,Torr
8819,RUN_L20260201_L1P1_0269_L02,30.4,mTorr,58.8,C,835,W,1201,W,302,sccm,10,Torr
8820,RUN_L20260201_L1P1_0270_L02,30.2,mTorr,60,C,798,W,1168,W,308,sccm,9.5,Torr
8821,RUN_L20260201_L1P1_0271_L01,30.3,mTorr,59.9,C,786,W,1243,W,307,sccm,10.2,Torr
8822,RUN_L20260201_L1P1_0272_L01,31.1,mTorr,61.1,C,804,W,1177,W,302,sccm,9.8,Torr
8823,RUN_L20260201_L1P1_0273_L01,30.2,mTorr,59.1,C,796,W,1170,W,296,sccm,11,Torr
8824,RUN_L20260201_L1P1_0274_L02,29.5,mTorr,59.5,C,792,W,1193,W,309,sccm,9.9,Torr
8825,RUN_L20260201_L1P1_0275_L02,30.7,mTorr,59.9,C,767,W,1188,W,305,sccm,10.1,Torr
8826,RUN_L20260201_L1P1_0276_L02,28.9,mTorr,59.9,C,790,W,1200,W,293,sccm,10.2,Torr
8827,RUN_L20260201_L1P1_0277_L01,29.1,mTorr,59.7,C,778,W,1197,W,291,sccm,10,Torr
8828,RUN_L20260201_L1P1_0278_L01,30.3,mTorr,60,C,811,W,1240,W,293,sccm,10.1,Torr
8829,RUN_L20260201_L1P1_0279_L01,30.4,mTorr,59.4,C,820,W,1214,W,298,sccm,10.7,Torr
8830,RUN_L20260201_L1P1_0280_L02,29,mTorr,60.2,C,815,W,1174,W,305,sccm,9.8,Torr
8831,RUN_L20260201_L1P1_0281_L02,29.7,mTorr,58.8,C,807,W,1178,W,304,sccm,9.3,Torr
8832,RUN_L20260201_L1P1_0282_L02,29.5,mTorr,60,C,783,W,1188,W,302,sccm,9.6,Torr
8833,RUN_L20260201_L1P1_0283_L01,29.6,mTorr,59.7,C,804,W,1188,W,299,sccm,10.3,Torr
8834,RUN_L20260201_L1P1_0284_L01,30.8,mTorr,60.5,C,816,W,1185,W,312,sccm,9.9,Torr
8835,RUN_L20260201_L1P1_0285_L01,30.6,mTorr,60.9,C,788,W,1167,W,300,sccm,10.7,Torr
8836,RUN_L20260201_L1P1_0286_L02,30,mTorr,59.8,C,802,W,1209,W,300,sccm,10.2,Torr
8837,RUN_L20260201_L1P1_0287_L02,29.6,mTorr,60.7,C,797,W,1186,W,297,sccm,9.8,Torr
8838,RUN_L20260201_L1P1_0288_L02,28.9,mTorr,59.8,C,833,W,1171,W,311,sccm,9.8,Torr
8839,RUN_L20260201_L1P1_0289_L01,31.1,mTorr,59.5,C,817,W,1215,W,304,sccm,9.9,Torr
8840,RUN_L20260201_L1P1_0290_L01,30.5,mTorr,60.9,C,812,W,1225,W,295,sccm,9.4,Torr
8841,RUN_L20260201_L1P1_0291_L01,29.4,mTorr,60.3,C,766,W,1193,W,294,sccm,10.1,Torr
8842,RUN_L20260201_L1P1_0292_L02,30.6,mTorr,60,C,803,W,1253,W,292,sccm,10.2,Torr
8843,RUN_L20260201_L1P1_0293_L02,29.9,mTorr,60.3,C,797,W,1266,W,300,sccm,9.7,Torr
8844,RUN_L20260201_L1P1_0294_L02,29.8,mTorr,60.1,C,797,W,1215,W,293,sccm,9.5,Torr
8845,RUN_L20260201_L1P1_0295_L01,30.3,mTorr,60,C,769,W,1186,W,294,sccm,9.7,Torr
8846,RUN_L20260201_L1P1_0296_L01,29.4,mTorr,59.3,C,778,W,1208,W,305,sccm,10.3,Torr
8847,RUN_L20260201_L1P1_0297_L01,29.7,mTorr,59.9,C,799,W,1163,W,304,sccm,10.2,Torr
8848,RUN_L20260201_L1P1_0298_L02,30.1,mTorr,60.3,C,822,W,1174,W,307,sccm,10.1,Torr
8849,RUN_L20260201_L1P1_0299_L02,29.6,mTorr,59.9,C,788,W,1150,W,293,sccm,10.5,Torr
8850,RUN_L20260201_L1P1_0300_L02,30.5,mTorr,60.5,C,792,W,1181,W,295,sccm,9.5,Torr
8851,RUN_L20260201_L1P1_0301_L01,31.5,mTorr,60.2,C,836,W,1163,W,297,sccm,9.9,Torr
8852,RUN_L20260201_L1P1_0302_L01,29.4,mTorr,59.6,C,794,W,1219,W,308,sccm,10.2,Torr
8853,RUN_L20260201_L1P1_0303_L01,28.7,mTorr,59.3,C,797,W,1178,W,300,sccm,10.2,Torr
8854,RUN_L20260201_L1P1_0304_L02,28.4,mTorr,59.9,C,798,W,1208,W,309,sccm,10.2,Torr
8855,RUN_L20260201_L1P1_0305_L02,29.9,mTorr,59.7,C,773,W,1222,W,303,sccm,10.2,Torr
8856,RUN_L20260201_L1P1_0306_L02,29.5,mTorr,60.2,C,811,W,1235,W,299,sccm,10.4,Torr
8857,RUN_L20260201_L1P1_0307_L01,30.2,mTorr,59.6,C,787,W,1189,W,303,sccm,10.2,Torr
8858,RUN_L20260201_L1P1_0308_L01,30.1,mTorr,59.7,C,799,W,1209,W,291,sccm,9.7,Torr
8859,RUN_L20260201_L1P1_0309_L01,28.7,mTorr,60.5,C,809,W,1210,W,290,sccm,9.9,Torr
8860,RUN_L20260201_L1P1_0310_L02,28.5,mTorr,60.1,C,839,W,1238,W,301,sccm,9.5,Torr
8861,RUN_L20260201_L1P1_0311_L02,30.2,mTorr,59.6,C,774,W,1224,W,300,sccm,10.3,Torr
8862,RUN_L20260201_L1P1_0312_L02,30.1,mTorr,60,C,817,W,1239,W,310,sccm,10.4,Torr
8863,RUN_L20260201_L1P1_0313_L01,29.7,mTorr,60.7,C,817,W,1150,W,293,sccm,9.6,Torr
8864,RUN_L20260201_L1P1_0314_L01,28.7,mTorr,60.1,C,787,W,1180,W,302,sccm,9.9,Torr
8865,RUN_L20260201_L1P1_0315_L01,30.4,mTorr,60.3,C,812,W,1231,W,303,sccm,9.5,Torr
8866,RUN_L20260201_L1P1_0316_L02,31,mTorr,59.6,C,833,W,1217,W,302,sccm,10,Torr
8867,RUN_L20260201_L1P1_0317_L02,30.2,mTorr,60.5,C,785,W,1196,W,305,sccm,9.8,Torr
8868,RUN_L20260201_L1P1_0318_L02,29.3,mTorr,61.2,C,805,W,1186,W,297,sccm,9.6,Torr
8869,RUN_L20260201_L1P1_0319_L01,30,mTorr,59.6,C,808,W,1224,W,304,sccm,10,Torr
8870,RUN_L20260201_L1P1_0320_L01,28.9,mTorr,59.4,C,811,W,1141,W,303,sccm,10.6,Torr
8871,RUN_L20260201_L1P1_0321_L01,30.8,mTorr,60.1,C,815,W,1224,W,306,sccm,10.2,Torr
8872,RUN_L20260201_L1P1_0322_L02,30.1,mTorr,60.4,C,803,W,1203,W,297,sccm,9.9,Torr
8873,RUN_L20260201_L1P1_0323_L02,28.6,mTorr,60,C,810,W,1185,W,294,sccm,10,Torr
8874,RUN_L20260201_L1P1_0324_L02,29.8,mTorr,59.5,C,782,W,1215,W,297,sccm,10.6,Torr
8875,RUN_L20260201_L1P1_0325_L01,30.4,mTorr,59.9,C,803,W,1188,W,295,sccm,10.4,Torr
8876,RUN_L20260201_L1P1_0326_L01,29.7,mTorr,60.3,C,790,W,1201,W,297,sccm,9.9,Torr
8877,RUN_L20260201_L1P1_0327_L01,29.8,mTorr,59.8,C,775,W,1199,W,298,sccm,10.2,Torr
8878,RUN_L20260201_L1P1_0328_L02,29,mTorr,60.3,C,790,W,1222,W,295,sccm,9.7,Torr
8879,RUN_L20260201_L1P1_0329_L02,30.5,mTorr,60.6,C,805,W,1205,W,300,sccm,10,Torr
8880,RUN_L20260201_L1P1_0330_L02,29.5,mTorr,60.1,C,809,W,1143,W,294,sccm,10.2,Torr
8881,RUN_L20260201_L1P1_0331_L01,28.3,mTorr,60,C,775,W,1158,W,300,sccm,10.3,Torr
8882,RUN_L20260201_L1P1_0332_L01,29.7,mTorr,60.4,C,781,W,1167,W,298,sccm,9.8,Torr
8883,RUN_L20260201_L1P1_0333_L01,30.8,mTorr,59.6,C,814,W,1214,W,299,sccm,10.3,Torr
8884,RUN_L20260201_L1P1_0334_L02,29.7,mTorr,59.5,C,810,W,1217,W,302,sccm,10,Torr
8885,RUN_L20260201_L1P1_0335_L02,31.4,mTorr,59.9,C,818,W,1250,W,298,sccm,9.9,Torr
8886,RUN_L20260201_L1P1_0336_L02,30.3,mTorr,59.8,C,827,W,1170,W,296,sccm,10.6,Torr
8887,RUN_L20260201_L1P1_0337_L01,30.3,mTorr,59.6,C,811,W,1239,W,297,sccm,9.9,Torr
8888,RUN_L20260201_L1P1_0338_L01,29.9,mTorr,60.9,C,792,W,1142,W,305,sccm,9.7,Torr
8889,RUN_L20260201_L1P1_0339_L01,29.9,mTorr,61.1,C,802,W,1201,W,306,sccm,9.8,Torr
8890,RUN_L20260201_L1P1_0340_L02,29.8,mTorr,59.8,C,833,W,1207,W,297,sccm,10.2,Torr
8891,RUN_L20260201_L1P1_0341_L02,29.8,mTorr,60,C,855,W,1207,W,299,sccm,9.7,Torr
8892,RUN_L20260201_L1P1_0342_L02,30.4,mTorr,59.9,C,809,W,1191,W,291,sccm,10.2,Torr
8893,RUN_L20260201_L1P1_0343_L01,29.3,mTorr,60.6,C,811,W,1204,W,299,sccm,9.7,Torr
8894,RUN_L20260201_L1P1_0344_L01,29.1,mTorr,60.7,C,815,W,1163,W,293,sccm,10,Torr
8895,RUN_L20260201_L1P1_0345_L01,29.1,mTorr,59.1,C,800,W,1226,W,298,sccm,10.7,Torr
8896,RUN_L20260201_L1P1_0346_L02,31.6,mTorr,60.2,C,823,W,1207,W,305,sccm,9.7,Torr
8897,RUN_L20260201_L1P1_0347_L02,30.4,mTorr,59.3,C,820,W,1211,W,292,sccm,9.4,Torr
8898,RUN_L20260201_L1P1_0348_L02,30.2,mTorr,60.9,C,807,W,1192,W,295,sccm,10.4,Torr
8899,RUN_L20260201_L1P1_0349_L01,29.2,mTorr,60.2,C,794,W,1190,W,296,sccm,9.6,Torr
8900,RUN_L20260201_L1P1_0350_L01,30.5,mTorr,59.6,C,770,W,1216,W,292,sccm,9.8,Torr
8901,RUN_L20260201_L1P1_0351_L01,29.9,mTorr,59.9,C,815,W,1248,W,304,sccm,10.2,Torr
8902,RUN_L20260201_L1P1_0352_L02,30.2,mTorr,59.9,C,804,W,1158,W,301,sccm,10.2,Torr
8903,RUN_L20260201_L1P1_0353_L02,29.2,mTorr,60.3,C,785,W,1157,W,309,sccm,9.3,Torr
8904,RUN_L20260201_L1P1_0354_L02,30.1,mTorr,60.5,C,777,W,1208,W,295,sccm,9.9,Torr
8905,RUN_L20260201_L1P1_0355_L01,29.7,mTorr,59.4,C,813,W,1190,W,291,sccm,10.3,Torr
8906,RUN_L20260201_L1P1_0356_L01,29.4,mTorr,60.9,C,768,W,1204,W,305,sccm,10.6,Torr
8907,RUN_L20260201_L1P1_0357_L01,30.6,mTorr,60.8,C,806,W,1199,W,298,sccm,9.6,Torr
8908,RUN_L20260201_L1P1_0358_L02,28.8,mTorr,59.6,C,817,W,1219,W,298,sccm,10.3,Torr
8909,RUN_L20260201_L1P1_0359_L02,30.5,mTorr,60,C,811,W,1191,W,307,sccm,9.8,Torr
8910,RUN_L20260201_L1P1_0360_L02,30.5,mTorr,60.9,C,792,W,1164,W,301,sccm,10.3,Torr
8911,RUN_L20260201_L1P1_0361_L01,29.3,mTorr,60.6,C,775,W,1176,W,305,sccm,9.7,Torr
8912,RUN_L20260201_L1P1_0362_L01,29.3,mTorr,59.8,C,812,W,1195,W,297,sccm,9.9,Torr
8913,RUN_L20260201_L1P1_0363_L01,29.8,mTorr,60.4,C,824,W,1162,W,296,sccm,10.1,Torr
8914,RUN_L20260201_L1P1_0364_L02,30.2,mTorr,61.5,C,789,W,1199,W,298,sccm,10.3,Torr
8915,RUN_L20260201_L1P1_0365_L02,29.9,mTorr,60.1,C,810,W,1202,W,303,sccm,10.2,Torr
8916,RUN_L20260201_L1P1_0366_L02,30.3,mTorr,59.7,C,832,W,1189,W,300,sccm,9.9,Torr
8917,RUN_L20260201_L1P1_0367_L01,31.4,mTorr,60.1,C,807,W,1206,W,302,sccm,9.8,Torr
8918,RUN_L20260201_L1P1_0368_L01,29.6,mTorr,60.1,C,792,W,1152,W,287,sccm,10.5,Torr
8919,RUN_L20260201_L1P1_0369_L01,28.6,mTorr,59.7,C,821,W,1171,W,291,sccm,10.1,Torr
8920,RUN_L20260201_L1P1_0370_L02,30.7,mTorr,60.2,C,785,W,1166,W,289,sccm,9.9,Torr
8921,RUN_L20260201_L1P1_0371_L02,31.3,mTorr,59.4,C,774,W,1226,W,298,sccm,10.2,Torr
8922,RUN_L20260201_L1P1_0372_L02,30.3,mTorr,59.7,C,816,W,1269,W,293,sccm,10.2,Torr
8923,RUN_L20260201_L1P1_0373_L01,29.1,mTorr,60.4,C,792,W,1174,W,308,sccm,9.6,Torr
8924,RUN_L20260201_L1P1_0374_L01,29.9,mTorr,59.1,C,794,W,1193,W,300,sccm,10.1,Torr
8925,RUN_L20260201_L1P1_0375_L01,29.1,mTorr,60.5,C,787,W,1179,W,301,sccm,9.5,Torr
8926,RUN_L20260201_L1P1_0376_L02,30.5,mTorr,59,C,791,W,1207,W,295,sccm,9.8,Torr
8927,RUN_L20260201_L1P1_0377_L02,28.9,mTorr,59.1,C,828,W,1182,W,294,sccm,9.7,Torr
8928,RUN_L20260201_L1P1_0378_L02,29.8,mTorr,59.8,C,833,W,1208,W,308,sccm,10,Torr
8929,RUN_L20260201_L1P1_0379_L01,29.2,mTorr,60.1,C,836,W,1220,W,309,sccm,9.9,Torr
8930,RUN_L20260201_L1P1_0380_L01,30.1,mTorr,60.7,C,822,W,1163,W,302,sccm,9.9,Torr
8931,RUN_L20260201_L1P1_0381_L01,29.7,mTorr,60,C,809,W,1208,W,290,sccm,9.4,Torr
8932,RUN_L20260201_L1P1_0382_L02,30.1,mTorr,59.9,C,771,W,1146,W,298,sccm,10,Torr
8933,RUN_L20260201_L1P1_0383_L02,30,mTorr,60.3,C,796,W,1192,W,302,sccm,9.7,Torr
8934,RUN_L20260201_L1P1_0384_L02,29.2,mTorr,59.6,C,843,W,1190,W,299,sccm,10.7,Torr
8935,RUN_L20260201_L1P1_0385_L01,30.5,mTorr,60.1,C,791,W,1193,W,289,sccm,9.9,Torr
8936,RUN_L20260201_L1P1_0386_L01,30,mTorr,59.4,C,830,W,1191,W,309,sccm,9.9,Torr
8937,RUN_L20260201_L1P1_0387_L01,29.2,mTorr,60,C,801,W,1185,W,296,sccm,10.2,Torr
8938,RUN_L20260201_L1P1_0388_L02,31.8,mTorr,59.9,C,746,W,1192,W,293,sccm,10.4,Torr
8939,RUN_L20260201_L1P1_0389_L02,30.4,mTorr,59.6,C,813,W,1207,W,300,sccm,9.6,Torr
8940,RUN_L20260201_L1P1_0390_L02,29.9,mTorr,60.1,C,825,W,1208,W,306,sccm,10.2,Torr
8941,RUN_L20260201_L1P1_0391_L01,31.1,mTorr,60.1,C,799,W,1203,W,303,sccm,10.3,Torr
8942,RUN_L20260201_L1P1_0392_L01,31.5,mTorr,60.6,C,825,W,1183,W,293,sccm,10.1,Torr
8943,RUN_L20260201_L1P1_0393_L01,29.9,mTorr,59.2,C,767,W,1232,W,293,sccm,10,Torr
8944,RUN_L20260201_L1P1_0394_L02,30.3,mTorr,60,C,772,W,1246,W,289,sccm,9.8,Torr
8945,RUN_L20260201_L1P1_0395_L02,29.2,mTorr,59.6,C,804,W,1161,W,299,sccm,9.9,Torr
8946,RUN_L20260201_L1P1_0396_L02,29.9,mTorr,60.4,C,810,W,1205,W,298,sccm,10,Torr
8947,RUN_L20260201_L1P1_0397_L01,29.8,mTorr,60.4,C,827,W,1186,W,303,sccm,9.9,Torr
8948,RUN_L20260201_L1P1_0398_L01,30.1,mTorr,60.3,C,813,W,1228,W,297,sccm,10.3,Torr
8949,RUN_L20260201_L1P1_0399_L01,30.3,mTorr,59.6,C,776,W,1200,W,305,sccm,9.7,Torr
8950,RUN_L20260201_L1P1_0400_L02,30.4,mTorr,60.4,C,804,W,1202,W,303,sccm,10.3,Torr
8951,RUN_L20260201_L1P1_0401_L02,30.2,mTorr,59.2,C,812,W,1215,W,296,sccm,10.4,Torr
8952,RUN_L20260201_L1P1_0402_L02,29,mTorr,59.1,C,763,W,1191,W,302,sccm,10.1,Torr
8953,RUN_L20260201_L1P1_0403_L01,29.2,mTorr,59.4,C,799,W,1250,W,307,sccm,9.5,Torr
8954,RUN_L20260201_L1P1_0404_L01,29.6,mTorr,60,C,793,W,1215,W,295,sccm,10.2,Torr
8955,RUN_L20260201_L1P1_0405_L01,29.8,mTorr,60.3,C,787,W,1228,W,299,sccm,9.8,Torr
8956,RUN_L20260201_L1P1_0406_L02,30.8,mTorr,58.5,C,810,W,1193,W,299,sccm,9.8,Torr
8957,RUN_L20260201_L1P1_0407_L02,29.1,mTorr,60.7,C,777,W,1196,W,298,sccm,10.1,Torr
8958,RUN_L20260201_L1P1_0408_L02,29.7,mTorr,60.1,C,808,W,1224,W,304,sccm,10.3,Torr
8959,RUN_L20260201_L1P1_0409_L01,30.8,mTorr,59.2,C,811,W,1221,W,304,sccm,9.5,Torr
8960,RUN_L20260201_L1P1_0410_L01,29.8,mTorr,60.1,C,822,W,1163,W,302,sccm,10,Torr
8961,RUN_L20260201_L1P1_0411_L01,30.4,mTorr,60.5,C,778,W,1204,W,302,sccm,10.6,Torr
8962,RUN_L20260201_L1P1_0412_L02,29.9,mTorr,60.3,C,770,W,1214,W,297,sccm,9.7,Torr
8963,RUN_L20260201_L1P1_0413_L02,30.2,mTorr,60.5,C,806,W,1196,W,302,sccm,9.9,Torr
8964,RUN_L20260201_L1P1_0414_L02,29.8,mTorr,59.3,C,794,W,1211,W,294,sccm,9.8,Torr
8965,RUN_L20260201_L1P1_0415_L01,30.5,mTorr,59.8,C,858,W,1197,W,312,sccm,10.2,Torr
8966,RUN_L20260201_L1P1_0416_L01,28.8,mTorr,59.5,C,809,W,1133,W,307,sccm,9.6,Torr
8967,RUN_L20260201_L1P1_0417_L01,29.7,mTorr,60.9,C,801,W,1161,W,305,sccm,9.5,Torr
8968,RUN_L20260201_L1P1_0418_L02,30.2,mTorr,60.3,C,797,W,1229,W,302,sccm,10.2,Torr
8969,RUN_L20260201_L1P1_0419_L02,30.4,mTorr,61.4,C,776,W,1193,W,302,sccm,10.1,Torr
8970,RUN_L20260201_L1P1_0420_L02,31.2,mTorr,59.8,C,811,W,1206,W,292,sccm,9.6,Torr
8971,RUN_L20260201_L1P1_0421_L01,29.7,mTorr,59.6,C,798,W,1200,W,294,sccm,10,Torr
8972,RUN_L20260201_L1P1_0422_L01,31.2,mTorr,59.9,C,798,W,1175,W,294,sccm,9.6,Torr
8973,RUN_L20260201_L1P1_0423_L01,29.5,mTorr,60.7,C,802,W,1186,W,300,sccm,10.3,Torr
8974,RUN_L20260201_L1P1_0424_L02,31.1,mTorr,59.8,C,804,W,1210,W,299,sccm,10.1,Torr
8975,RUN_L20260201_L1P1_0425_L02,30.7,mTorr,60.1,C,765,W,1213,W,304,sccm,9.8,Torr
8976,RUN_L20260201_L1P1_0426_L02,29.3,mTorr,60,C,817,W,1266,W,295,sccm,9.8,Torr
8977,RUN_L20260201_L1P1_0427_L01,30.2,mTorr,60,C,783,W,1186,W,305,sccm,9.9,Torr
8978,RUN_L20260201_L1P1_0428_L01,30,mTorr,59.7,C,797,W,1250,W,296,sccm,9.7,Torr
8979,RUN_L20260201_L1P1_0429_L01,30.5,mTorr,59.9,C,826,W,1174,W,298,sccm,10.4,Torr
8980,RUN_L20260201_L1P1_0430_L02,29.8,mTorr,59.9,C,836,W,1215,W,304,sccm,10.3,Torr
8981,RUN_L20260201_L1P1_0431_L02,29.8,mTorr,60,C,766,W,1205,W,303,sccm,9.9,Torr
8982,RUN_L20260201_L1P1_0432_L02,31.1,mTorr,60.5,C,801,W,1196,W,294,sccm,9.9,Torr
8983,RUN_L20260201_L1P1_0433_L01,29.9,mTorr,60.9,C,805,W,1200,W,305,sccm,9.7,Torr
8984,RUN_L20260201_L1P1_0434_L01,30.7,mTorr,59.6,C,770,W,1181,W,300,sccm,10,Torr
8985,RUN_L20260201_L1P1_0435_L01,29.8,mTorr,59.8,C,816,W,1227,W,289,sccm,10.1,Torr
8986,RUN_L20260201_L1P1_0436_L02,31.3,mTorr,59.6,C,802,W,1175,W,296,sccm,10.4,Torr
8987,RUN_L20260201_L1P1_0437_L02,29.5,mTorr,60.1,C,804,W,1210,W,298,sccm,9.7,Torr
8988,RUN_L20260201_L1P1_0438_L02,29.5,mTorr,59.7,C,782,W,1223,W,294,sccm,9.5,Torr
8989,RUN_L20260201_L1P1_0439_L01,31.2,mTorr,60.1,C,808,W,1242,W,307,sccm,9.7,Torr
8990,RUN_L20260201_L1P1_0440_L01,29.6,mTorr,60.6,C,817,W,1229,W,298,sccm,10.2,Torr
8991,RUN_L20260201_L1P1_0441_L01,31.3,mTorr,58.7,C,803,W,1217,W,302,sccm,10,Torr
8992,RUN_L20260201_L1P1_0442_L02,30.7,mTorr,60.2,C,790,W,1181,W,301,sccm,10.3,Torr
8993,RUN_L20260201_L1P1_0443_L02,29.9,mTorr,59.8,C,791,W,1176,W,304,sccm,10,Torr
8994,RUN_L20260201_L1P1_0444_L02,28.5,mTorr,60.2,C,804,W,1166,W,308,sccm,10.5,Torr
8995,RUN_L20260201_L1P1_0445_L01,30,mTorr,59.6,C,801,W,1163,W,303,sccm,9.5,Torr
8996,RUN_L20260201_L1P1_0446_L01,30.1,mTorr,60.6,C,818,W,1200,W,309,sccm,9.3,Torr
8997,RUN_L20260201_L1P1_0447_L01,30.9,mTorr,60.5,C,790,W,1178,W,304,sccm,10.4,Torr
8998,RUN_L20260201_L1P1_0448_L02,31.3,mTorr,60.3,C,776,W,1236,W,301,sccm,9.8,Torr
8999,RUN_L20260201_L1P1_0449_L02,29.5,mTorr,60.4,C,807,W,1183,W,302,sccm,10,Torr
9000,RUN_L20260201_L1P1_0450_L02,30.6,mTorr,59.6,C,790,W,1203,W,287,sccm,10,Torr
9001,RUN_L20260202_L1P1_0001_L01,30.6,mTorr,59.7,C,816,W,1192,W,298,sccm,10.1,Torr
9002,RUN_L20260202_L1P1_0002_L01,30.9,mTorr,60.4,C,800,W,1158,W,299,sccm,9.9,Torr
9003,RUN_L20260202_L1P1_0003_L01,30.4,mTorr,59.6,C,813,W,1233,W,302,sccm,9.7,Torr
9004,RUN_L20260202_L1P1_0004_L02,28.4,mTorr,60.7,C,780,W,1221,W,300,sccm,9.7,Torr
9005,RUN_L20260202_L1P1_0005_L02,29.9,mTorr,59.8,C,803,W,1224,W,302,sccm,10.2,Torr
9006,RUN_L20260202_L1P1_0006_L02,29.1,mTorr,60.3,C,786,W,1218,W,293,sccm,10.2,Torr
9007,RUN_L20260202_L1P1_0007_L01,29.8,mTorr,61,C,776,W,1177,W,292,sccm,9.9,Torr
9008,RUN_L20260202_L1P1_0008_L01,30.8,mTorr,59.6,C,783,W,1178,W,294,sccm,9.8,Torr
9009,RUN_L20260202_L1P1_0009_L01,30.2,mTorr,60,C,789,W,1214,W,308,sccm,10.2,Torr
9010,RUN_L20260202_L1P1_0010_L02,30.9,mTorr,60.5,C,825,W,1246,W,294,sccm,9.6,Torr
9011,RUN_L20260202_L1P1_0011_L02,30.3,mTorr,60.5,C,789,W,1212,W,296,sccm,10.6,Torr
9012,RUN_L20260202_L1P1_0012_L02,29,mTorr,59.8,C,775,W,1229,W,301,sccm,10.1,Torr
9013,RUN_L20260202_L1P1_0013_L01,28,mTorr,59.7,C,803,W,1184,W,292,sccm,10,Torr
9014,RUN_L20260202_L1P1_0014_L01,30.1,mTorr,59.9,C,801,W,1233,W,296,sccm,10.2,Torr
9015,RUN_L20260202_L1P1_0015_L01,29.8,mTorr,60.7,C,790,W,1187,W,303,sccm,10.2,Torr
9016,RUN_L20260202_L1P1_0016_L02,29.2,mTorr,59.9,C,797,W,1207,W,298,sccm,10.1,Torr
9017,RUN_L20260202_L1P1_0017_L02,28.6,mTorr,60,C,820,W,1189,W,308,sccm,9.4,Torr
9018,RUN_L20260202_L1P1_0018_L02,29.4,mTorr,59.8,C,813,W,1227,W,292,sccm,10.1,Torr
9019,RUN_L20260202_L1P1_0019_L01,29.8,mTorr,60.4,C,812,W,1227,W,298,sccm,10.4,Torr
9020,RUN_L20260202_L1P1_0020_L01,30.5,mTorr,60.1,C,776,W,1156,W,298,sccm,9.8,Torr
9021,RUN_L20260202_L1P1_0021_L01,30.2,mTorr,59.5,C,858,W,1240,W,300,sccm,10.3,Torr
9022,RUN_L20260202_L1P1_0022_L02,31.3,mTorr,59.5,C,821,W,1271,W,294,sccm,10.3,Torr
9023,RUN_L20260202_L1P1_0023_L02,29.2,mTorr,59,C,810,W,1189,W,297,sccm,10.1,Torr
9024,RUN_L20260202_L1P1_0024_L02,30.7,mTorr,59.6,C,777,W,1196,W,304,sccm,10.1,Torr
9025,RUN_L20260202_L1P1_0025_L01,30,mTorr,60.4,C,819,W,1237,W,299,sccm,10.2,Torr
9026,RUN_L20260202_L1P1_0026_L01,30.6,mTorr,60.7,C,790,W,1202,W,295,sccm,10.1,Torr
9027,RUN_L20260202_L1P1_0027_L01,29.7,mTorr,60.3,C,796,W,1200,W,310,sccm,10.6,Torr
9028,RUN_L20260202_L1P1_0028_L02,30.9,mTorr,60.3,C,766,W,1257,W,300,sccm,10.3,Torr
9029,RUN_L20260202_L1P1_0029_L02,30.2,mTorr,59.9,C,775,W,1159,W,303,sccm,10.2,Torr
9030,RUN_L20260202_L1P1_0030_L02,29.5,mTorr,60.4,C,809,W,1176,W,304,sccm,10.3,Torr
9031,RUN_L20260202_L1P1_0031_L01,30,mTorr,60.1,C,820,W,1213,W,300,sccm,10.2,Torr
9032,RUN_L20260202_L1P1_0032_L01,29.8,mTorr,60.9,C,814,W,1151,W,296,sccm,9.4,Torr
9033,RUN_L20260202_L1P1_0033_L01,30.4,mTorr,60,C,813,W,1189,W,301,sccm,10,Torr
9034,RUN_L20260202_L1P1_0034_L02,29.1,mTorr,60.7,C,799,W,1189,W,296,sccm,9.8,Torr
9035,RUN_L20260202_L1P1_0035_L02,30,mTorr,60.4,C,792,W,1229,W,302,sccm,10.1,Torr
